effect,coef,se,p,horizon,n,p_fdr
new_highs:pb_value,-0.9765803393275556,0.8065528626300456,0.22596915012194785,xret_T+126d,55410,0.6135068825241556
coffee_can:net_debt_ebitda,5.55314940363836,4.6238041531314105,0.22975450542135,xret_T+126d,55410,0.6146224586652358
reversal_weekly:operating_margin,2.3297324166470688,1.9361381611524724,0.22886477105349634,xret_T+126d,55410,0.6146224586652358
fcf_yield:eps_growth,-1.6658559297095281,1.382677108180182,0.22827869087067199,xret_T+126d,55410,0.6146224586652358
new_highs:ps_value,1.725637023489472,1.445143928625506,0.23244138155826244,xret_T+126d,55410,0.617026200621045
piotroski:low_beta,1.2840692536229787,1.079830122346524,0.23438455771725575,xret_T+126d,55410,0.617026200621045
ev_ebitda_value:ev_sales,-2.324708925958903,1.9535955051021654,0.2340604202366744,xret_T+126d,55410,0.617026200621045
magic_formula:net_debt_ebitda,-9.41507763578547,7.987147612777689,0.2384863999749801,xret_T+126d,55410,0.6226302973336276
reversal_monthly:peg_value,1.6301628444623022,1.3841854414138326,0.2389140228062595,xret_T+126d,55410,0.6226302973336276
coffee_can:fcf_margin,3.1834498915022107,2.718649613757708,0.2416119075304597,xret_T+126d,55410,0.6260052864727249
coffee_can:operating_margin,-3.2519555411975087,2.786723162170206,0.24323216398185976,xret_T+126d,55410,0.6289663906694803
magic_formula:fcf_yield,3.181373763365732,2.731206877024779,0.24409047262260064,xret_T+126d,55410,0.6294097533652788
pead_positive_surprise:pb_value,-1.3839368788754918,1.187871962525169,0.24399648869798807,xret_T+126d,55410,0.6294097533652788
coffee_can:roic_value,-5.514933400762149,4.744511025878695,0.24508040125099562,xret_T+126d,55410,0.6294218882030931
coffee_can:pb_value,2.674984530030745,2.3068998818917836,0.2462287534081521,xret_T+126d,55410,0.6317553702341585
growth_stocks:ev_ebitda_value,-5.5714131324104725,4.900817727715624,0.2556079504907407,xret_T+126d,55410,0.6445233966919635
golden_cross:debt_reduction,1.5209550781607761,1.3403030164668575,0.25646562535839934,xret_T+126d,55410,0.6459096427020742
reversal_weekly:debt_reduction,-3.2924668513362207,2.914455421052841,0.25860170816088124,xret_T+126d,55410,0.6483496679390315
not_distress:reversal_weekly,2.675424539639387,2.369845989553094,0.2589212569260686,xret_T+126d,55410,0.6485337566541737
magic_formula:reversal_monthly,-2.805057825657865,2.4901739776053016,0.2599748639835502,xret_T+126d,55410,0.6489888304594361
